protein_id,kd,scoreSB_CB,scoreMDS_CB,scoreMDW_CB,scoreKP_CB,scoreRRP_CB,scoreMNJ_Etot_CB,scoreMNJ_Elj_CB,scoreMNJ_Ee_CB,scoreMNJ_Ehb_CB,scoreEE_CB,scoreEC_CB,scoreSB_CA,scoreMDS_CA,scoreMDW_CA,scoreKP_CA,scoreRRP_CA,scoreMNJ_Etot_CA,scoreMNJ_Elj_CA,scoreMNJ_Ee_CA,scoreMNJ_Ehb_CA,scoreEE_CA,scoreEC_CA,scoreSB_BB_NB_CB,scoreMDS_BB_NB_CB,scoreMDW_BB_NB_CB,scoreKP_BB_NB_CB,scoreRRP_BB_NB_CB,scoreMNJ_BB_NB_Etot_CB,scoreMNJ_BB_NB_Elj_CB,scoreMNJ_BB_NB_Ee_CB,scoreMNJ_BB_NB_Ehb_CB,scoreEE_BB_NB_CB,scoreEC_BB_NB_CB,scoreSB_BB_Bt_CA,scoreSB_BB_B_CA,scoreSB_BB_NB_CA,scoreMDS_BB_NB_CA,scoreMDW_BB_NB_CA,scoreKP_BB_NB_CA,scoreRRP_BB_B_CA,scoreRRP_BB_NB_CA,scoreMNJ_BB_NB_Etot_CA,scoreMNJ_BB_NB_Elj_CA,scoreMNJ_BB_NB_Ee_CA,scoreMNJ_BB_NB_Ehb_CA,scoreEE_BB_NB_CA,scoreEC_BB_NB_CA
3q9u,8.28250421682979,-5.18,11.42,11.32,-2.44,17.35,-2.72,-2.7,0,-0.01,8.1,-6.5,-1.44,-1.85,-1.23,0.22,2.69,-3,-2.97,0,-0.03,-0.76,-6.22,22.75,25.92,24.99,13,-2.1,10.57,10.47,0.22,-0.12,9.96,53.35,-161.82,-30.46,7.01,9.08,8.9,28.06,-3.98,5.88,1.79,1.43,0.44,-0.08,7.57,41.08
3s8v,7.29971464677304,-0.18,12.56,10.66,0.38,6.22,-95.14,-97.74,3.63,-1.03,7.98,-4.74,-2.28,-7.84,-1.06,-0.94,-1,-19.13,-18.85,0.09,-0.36,4.42,-6.18,44.88,49.15,47.94,120.64,-12.05,-49.42,-49.87,1.33,-0.87,17.63,130.85,-45.55,-22.31,21.67,26.46,25.22,80.62,-1.09,6.74,-10.24,-11.06,1.21,-0.4,13.89,101.74
3zs8,7.29111602441255,-3.08,1.98,10.95,13.72,-54.59,-80.7,-85.82,5.78,-0.67,25.64,12.78,-3.02,4.5,-2.82,2.06,19.45,-16.14,-16.08,0,-0.06,13.14,2.72,21.53,22.87,23.04,16.82,-0.98,-30.99,-30.87,0.3,-0.42,7.92,52.47,-274.49,-6.32,4.66,5.32,5.74,3.9,-0.25,5.51,-10.6,-10.27,0.01,-0.33,5.14,36.67
3t1q,5.30007496549292,-5.06,-1.88,-9.51,2.14,-27.49,210.79,219.74,-8.62,-0.33,31.34,10.2,-1.12,-7.93,-5.03,0.58,16.63,-1.72,0.04,-1.65,-0.12,21.84,1.84,17.61,21.62,18.55,59.66,1.1,-1.8,-2.19,0.48,-0.09,7.25,41.38,-155.94,-14.34,5.29,8.4,6.24,22.58,-1.12,3.96,0.05,-0.25,0.36,-0.07,5.29,31.19
3uyo,5.16656011540695,1.9,6.96,0.59,3.82,-28.02,-17.53,-18.27,1.77,-1.03,1.44,-7.32,2.46,4.21,2.06,3.48,2.99,-58.88,-59.83,1.87,-0.92,3.08,-5.52,4.53,4.94,4.65,22.9,-0.49,-0.22,-0.25,0.1,-0.07,2.46,14.06,-23.63,-18.63,2.57,3.02,2.86,12.98,-3.22,0.91,0.24,0.22,0.05,-0.04,1.69,9.51
3rzw,7.16619979668706,7.16,20.8,14.87,6.08,5.34,16.12,12.13,4.13,-0.14,14.22,21.64,4.44,0.77,4.63,0.84,3.11,24.94,24.71,0,0.24,22.56,21.16,8.51,9.07,8.61,42.66,-0.53,-10.45,-10.51,0.21,-0.15,3.79,25.4,-54.85,-19.44,4.23,4.72,4.67,23.58,-3.64,1.05,-2.64,-2.71,0.15,-0.08,2.72,18.51
3rgf,8.15034225797751,6.06,26.64,26.75,4.14,-4.09,80.49,71.43,9.99,-0.92,25.74,15.94,-0.1,10.1,14.78,-0.72,3.58,-51.2,-54.76,4.13,-0.57,14.94,2.24,15.52,18.34,17.07,21.94,-0.15,5.05,4.49,0.77,-0.22,9.81,61.44,-175.9,3.41,5.07,7.12,6.16,-29.3,-1.87,5.98,-1.01,-1.26,0.38,-0.13,7.21,44.78
3zyi,8.13521124133396,6.44,14.05,15.1,5.44,8.62,-2.73,-6.06,3.59,-0.26,2.98,3,-0.1,-1.7,1.48,0.28,1.16,-0.04,-0.04,0,0,1.62,1.82,19.5,22.78,20.82,80.82,-6.93,-11.75,-12.19,0.79,-0.35,10.38,74.45,-12.35,10.64,8.39,11.42,9.82,-0.98,-10.07,3.81,-10.7,-10.84,0.33,-0.19,7.7,56.15
3zyj,8.10091319039227,7.8,20.06,16.96,8,21.9,-65.67,-68.96,4.13,-0.84,19.24,9.68,1.52,5.45,2.04,1.08,5.63,2.88,1.28,1.65,-0.05,5.1,1.4,30.1,36,33.53,127.3,-6.1,-80.2,-80.72,1.17,-0.65,18.98,142.49,-21.42,22.14,13.07,18.79,16.81,-0.56,-22.36,9.28,-5.62,-5.97,0.73,-0.38,15.58,104.6
3sku,7.15361293742818,-2.76,-8.61,10.77,-0.76,-38.6,-363.3,-360.12,-0.03,-3.15,7.62,-32.46,4.56,19.61,10.6,3.48,14.73,-64.92,-64.31,-0.01,-0.6,-5,-17.24,24.85,31.47,29.22,-94.64,-10.69,-22.43,-22.19,0.13,-0.37,15.69,89.99,-69.11,20.28,8.85,12.34,11.12,-61.54,-17.7,6.85,-15.83,-15.66,0.13,-0.3,13.13,76.4
3s2k,7.14440659454907,-3.68,-4.86,-1.64,-2.14,-0.92,-72.47,-72.34,0.31,-0.44,8.76,-3.68,-0.48,-4.63,-0.56,-0.12,-4.06,-11.97,-11.83,0.08,-0.23,2.66,-4.1,51.53,55.78,54.82,111.4,-14.18,-68.97,-69.46,1.45,-0.95,18.03,132.33,-41.23,-17.63,21.64,26.68,25.74,79.38,-0.33,7.22,-7.05,-7.9,1.27,-0.43,14.11,102.46
2l1l,8.15343277806822,3632.38,3555.01,3588.12,68,32.62,1746.31,1926.15,-163.78,-16.07,1442,964,1982.51,1929.82,1791.91,-24,730.42,58.2,229.65,-169.35,-2.1,884,660,2.34,2.52,2.5,0.28,0.45,-3.12,-2.96,-0.12,-0.04,2.12,13.16,-48.08,11.19,0.15,0.54,0.45,-15,-0.11,1.45,-0.61,-0.55,-0.03,-0.03,1.61,10.07
2xns,6.09041753768124,-2.84,-6.68,-4.9,3.12,-105.95,-677.31,-667.05,-7.17,-3.09,64.64,2.24,6.1,7.92,-4.89,10.16,-10.77,-241.46,-233.27,-7.64,-0.55,33.62,-13.7,18.61,22.25,20.34,23.7,0.92,-14.05,-14.19,0.39,-0.24,9.11,62.66,-251.23,3.47,3.65,7.73,5.88,-46.62,-0.52,6.33,-2.23,-2.5,0.46,-0.18,6.74,45.64
3qht,7.08490950485549,9.88,34.44,38.42,8.64,-10.38,-76.5,-78.37,2.53,-0.66,27.4,30.12,-1.28,11.75,1.89,0.52,4.34,-20.56,-17.76,-2.5,-0.3,25.8,20.68,7.78,8.58,8.39,43.24,-0.49,-8.07,-8.08,0.14,-0.13,2.88,23.73,-71.92,-13.72,3.9,4.39,4.5,20.98,-6.47,0.86,-2.32,-2.26,0.02,-0.09,2.19,15.68
2ld7,8.03476437381303,21120.48,20834.34,21250.65,-56,-1512.29,27713.08,28647.74,-693.71,-240.95,10296,4416,14129.63,14000.51,13950.62,-424,5459.88,1580.96,1604.35,0,-23.39,5576,3240,2.01,2.12,2.51,4.8,-0.06,3.17,3.21,0.05,-0.09,1.89,12.97,-22.54,14.76,0.11,0.39,0.5,-13.96,-0.07,1.25,-1.9,-1.69,-0.18,-0.04,1.3,9.01
3olm,4.04214344112694,0.68,14.17,5.26,-0.38,-17.1,119.56,115.87,3.74,-0.05,15.48,11.82,-1.08,-4.09,0.47,-1.5,10,11.73,11.74,0,-0.01,11.04,8.28,11.74,12.81,12.71,1.24,-1.03,-17.98,-17.79,0.03,-0.22,4.69,33.55,-84.58,5.37,4.44,5.46,5.78,-23.16,-0.07,3.43,-6.9,-6.83,0.07,-0.15,3.27,23.36
3qsk,7.03969011308276,2.26,-1.38,3.6,1.22,-21.44,-159.97,-159.14,0.03,-0.85,4.96,-3.02,0.96,-2.23,-0.37,-0.6,4.46,-18.94,-18.93,0.04,-0.05,3.22,-5.9,9.12,10.62,9.95,18.18,-2.22,3.51,3.37,0.25,-0.12,3.56,19.23,-25.85,-2.78,3.9,4.21,4.31,-10.04,-2.83,1.27,-0.84,-0.75,-0.04,-0.06,2.88,15.13
3reb,7.01646445743752,15.36,79.77,54.84,14.1,-97.91,-1179.86,-1186.8,9.27,-2.33,13.76,2.54,3.16,19.19,16.88,3.14,6.88,0.24,-1.36,1.71,-0.11,2.84,-0.04,5.36,5.65,5.65,11.96,-1.88,-0.79,-0.97,0.31,-0.13,4.62,29.28,-18.95,-5.64,2.25,2.95,2.57,-7.62,-8.08,1.43,1.62,1.43,0.28,-0.08,4.22,25.95
4a1u,6.26647707224842,2.04,-3.81,-0.56,3.18,-29.92,-285.86,-284.01,-1.63,-0.21,15.26,16.32,1.78,6.75,2.62,4.08,2.8,-61.52,-61.44,-0.04,-0.04,9.28,8.36,2.38,2.84,2.58,-1.28,0.62,1.08,1.08,0.05,-0.05,1.73,14.17,-61.29,2.84,0.77,1.23,1.08,-27.38,-0.11,1.23,-4.95,-4.84,-0.03,-0.07,1.31,9.37
3qtl,8.84307051353652,13.65,39.56,15.56,5.1,-85.25,-1045.78,-1043.49,0.17,-2.46,27.8,-13.38,14.17,33.67,11.47,6.92,-2.88,-64.54,-64.04,0,-0.51,14.96,-26.06,56.66,63.64,58.92,111.18,-9.44,-20.6,-20.69,0.5,-0.41,15.01,76.58,-2.46,15.06,28.42,35.58,30.64,79.56,-6.73,7.46,-7.76,-7.96,0.44,-0.24,11.5,56.46
3o40,8.85227685641563,-1.14,5.1,5.91,0.72,5.06,4.88,5.45,0,-0.57,32.2,17.76,-0.52,2.54,2.18,0.16,6.92,1.56,1.61,0,-0.05,10.24,4.04,9.4,10.49,9.49,32.94,1.91,2.22,2.21,0.15,-0.14,3.31,17.98,-125.55,7.54,0.89,2.07,1.31,-0.04,-0.31,1.84,-4.7,-4.56,0.03,-0.17,1.95,10.34
3p95,5.82285950927317,5.06,28.77,10.28,0.9,-24.48,-126.54,-132.61,6.64,-0.57,14.96,7.28,2.7,23.47,7.47,0.9,-3.55,-80.06,-83.72,4.06,-0.4,10.12,4.22,11.99,13.27,12.78,22.32,-5.09,31.83,31.88,0.07,-0.12,4.33,28.92,-22.97,-16.38,6.7,7.91,7.34,-0.8,-89.63,1.23,-3.31,-3.27,0.05,-0.08,3.43,23.65
3pnr,7.9230253742201,23.23,41.75,36.12,3.62,-1.94,21.97,22.54,0,-0.57,20.44,4.16,5.39,28.25,18.89,3.14,5.88,34.53,34.67,0,-0.14,15.92,5.08,13.52,15.39,14.83,16.36,-2.28,-15.03,-15.01,0.18,-0.2,3.86,30.75,-33.62,-13.12,4.25,5.52,5.35,-16.62,-1.93,1.94,-1.74,-1.69,0.02,-0.07,2.96,23.75
3zv0,3.95789413468166,13,53.74,39.25,15.32,-101.87,-1330.81,-1356.23,30.42,-4.99,54.7,31,7.4,11.35,25.36,8.96,19.57,-204.84,-209.2,6.46,-2.1,18.5,16,26.01,28.86,28.15,67.1,1.45,-16.45,-16.5,0.5,-0.45,11.94,80.79,-266.34,10.94,8.83,12.1,11.63,-49.6,-5.02,8.45,-9.65,-9.45,0.11,-0.31,8.3,57.04
4a94,11.3077663529362,0.34,-9.45,-1.16,9.82,13.57,19.2,21,-1.73,-0.06,27.56,26.3,-1.68,-3.72,-5.28,3.54,13.11,12.36,12.44,-0.18,0.11,11.44,16.14,34.38,36.25,35.42,37.58,-4.69,-17.75,-17.8,0.33,-0.28,8.78,59.86,-88.31,-4.57,11.86,13.08,12.59,-9.44,-10,5.54,-2.09,-1.88,-0.06,-0.15,6.99,46.15
3p92,8.22766543032336,0.68,3.26,-1.2,-1.96,-16.3,-111.25,-113.55,2.31,-0.01,14.58,7.2,2.07,11.14,5.28,0.82,-1.5,-81.69,-83.33,1.84,-0.2,10.64,4.06,11.93,13.26,12.7,23.42,-3.77,5.83,5.91,0.03,-0.11,4.28,29.19,-17.8,-16.55,6.64,7.76,7.22,1.78,-90.25,1.37,-2.47,-2.42,0.03,-0.08,3.44,23.82
3o43,8.0443079720409,-1.46,1.89,5.56,-0.26,8.35,24.54,24.87,0,-0.33,33.5,20.4,-0.68,1.52,2.06,-0.3,6.69,0.89,0.94,0,-0.04,10.62,5.54,8.65,9.72,8.85,26.78,1.85,3.28,3.29,0.13,-0.14,3.2,17.02,-115.72,12.27,0.43,1.54,0.9,-1.22,-0.36,1.8,-4.72,-4.57,0.01,-0.16,1.87,9.39
4eah,8.76797116191237,2.88,101.21,101.31,24.26,-294.25,-548.01,-563.03,27.66,-12.63,131.48,82.26,4.82,109.6,79.09,6.52,46.29,172.85,152.61,22.65,-2.41,73.94,37.06,99.89,111.65,105.9,-105.2,-9.69,-98.22,-99.17,2.17,-1.22,32.77,204.62,-789.93,121.47,31.47,40.53,38.26,-228.52,-14.13,21.3,-29.95,-29.98,0.89,-0.86,24.58,140.15
3ujg,5.76851163999223,3.3,16,5.03,-0.12,-3.57,-62.91,-63.85,1.65,-0.71,17.98,2.9,1.06,5.87,3.44,-0.32,3.14,12.3,12.35,0,-0.05,10.24,1.48,24.96,28.36,26.47,22.16,-1.81,-16.45,-16.8,0.63,-0.28,8.72,53.23,-123.05,15.62,8.27,11.4,10.02,-36.34,-3.36,4.98,-2.69,-3,0.43,-0.13,6.38,36.86
3ukx,10.5209829501808,8.28,-11.83,13.98,5.62,-12.2,-257.05,-258.01,3.71,-2.75,-10.44,-5.78,4.4,-35.87,-10.96,2.4,-3.56,-57.35,-59.51,3.29,-1.13,-16.1,-9.78,21.91,23.64,22.41,53.76,0.8,-13.37,-13.17,0,-0.2,7.27,45.36,-108.19,25,5.66,7.74,6.63,-15.76,-1.76,4.13,-4.54,-4.45,0.04,-0.14,4.99,29.08
3ro2,7.33592029546561,3.22,5.42,5.68,2.76,5.7,-28.86,-30.29,2.28,-0.85,5.4,1.32,3.16,6.58,0.91,2.48,5.92,-0.04,-1.68,1.78,-0.14,3.74,0.94,17.61,19.46,18.68,-34.54,-2.67,1.97,1.71,0.38,-0.12,4.39,26.53,-138.27,3.67,12.08,13.82,13.11,-42.92,-0.34,3.86,-1.88,-2.1,0.32,-0.1,3.79,21.88
4di3,7.220547665968,4.5,34.13,22.11,5.5,-94,-889.54,-891.18,5.88,-4.24,31.2,-4.26,-4.32,13.71,22.1,-3.96,0.74,-121.74,-124.9,3.51,-0.35,-3.78,-25.9,46.42,50.99,49.12,-117.96,-7.23,-51.02,-50.68,0.14,-0.48,21.17,127.93,-481.18,-12.97,21.27,25.74,23.81,-113.04,-8.59,14.06,0.12,0.55,-0.14,-0.29,16.32,95.78
3uzq,10.0843690267756,2.7,11.44,3.35,3.94,-6.3,50.96,47.32,4,-0.36,3.96,-0.1,-0.92,1.32,-3,1.22,3.45,5.88,4.29,1.66,-0.07,3.96,-0.98,12.83,13.67,13.44,45.46,-1.45,2.07,1.93,0.25,-0.11,4,23.31,-4.35,-22.87,5.63,6.9,6.54,14.38,-5.63,1.84,-2.25,-2.31,0.13,-0.08,2.94,17.31
2lxm,10.0950909601627,5989.67,6005.04,5845.46,-276,-260.98,-9032.07,-8982.84,31.88,-81.11,1028,562,1291.41,1336.98,1297.09,-52,286.08,-26.42,-24,0,-2.42,224,-96,3.85,4.13,4.17,-17.06,0.97,-4.29,-3.93,-0.31,-0.05,1.72,11.27,-86.78,-2.1,0.94,1.46,1.49,-20.02,-0.08,1.68,-3.14,-2.91,-0.19,-0.05,1.24,8.3
3v6b,6.5516614128429,0.72,1.75,-0.69,0.04,1.63,-34.98,-34.43,0,-0.55,6.6,-5.6,6.96,12.97,5.07,4.54,2.37,1.62,-0.14,2,-0.24,0.56,-6.82,6.75,7.74,7.25,53.18,-2.1,8.09,7.93,0.29,-0.13,3.66,31.14,-5.72,1.55,3.27,4.41,4.28,52.26,-6.42,1.11,-5.2,-5.51,0.4,-0.08,3.16,26.6
3tsr,15.6961416879482,5.67,-9.03,-12.2,13.34,-206.12,-1875.93,-1865.72,3.79,-14.01,-11.92,-67.34,-12.86,-2.71,-7.68,-4.22,28.09,-63.76,-64.75,3.91,-2.92,5.16,-16.98,101.87,116.49,106.07,-17.84,-20.12,-115.65,-116.4,2.49,-1.73,40.48,234.32,-144.95,168.12,47.42,61.38,55.16,-344.88,-12.63,15.74,-45.7,-45.9,1.2,-1,26.69,163.82
4eee,9.6972226441079,14.16,9.23,1.84,19.28,-10.75,-336.52,-336.87,1.77,-1.42,28.4,1,4.78,6.35,-0.88,8.78,0.59,-136.18,-132.92,-2.03,-1.24,10.06,-10.94,12.51,14,13.22,64.34,-4.16,5,4.75,0.62,-0.37,5.28,41.68,-45.04,-24.41,8.09,9.41,8.71,-0.08,-0.19,3.32,-10.12,-10.22,0.29,-0.19,4.49,35.23
4b1v,6.49367991365723,2.3,10.31,6.44,2.36,-37.54,-299.97,-301.36,4.85,-3.46,24.08,8.6,-3.96,7.1,2.72,-0.86,12.42,-11.75,-15.35,3.99,-0.39,-2.58,-13.46,32.79,36.83,35.53,-33.96,-2.61,-21.99,-22.39,0.67,-0.27,9.38,52.47,-180.45,-10.19,12.7,15.84,15.43,-87.68,-0.46,5.87,-4.31,-4.48,0.35,-0.17,7.1,36.44
4etp,6.4306395272723,-2.36,-10.39,-7.84,-0.14,18.57,143.3,147.25,-3.94,-0.01,48.04,46.7,4.02,6.41,-3.12,4.72,10.59,3.14,3.15,0,-0.01,22.46,24.6,14.31,16.06,15.64,68.84,1.47,-29.61,-29.82,0.69,-0.49,7.78,50.71,-223.44,-17.87,5.48,6.48,7.3,-4.82,-6.7,5.49,-7.23,-7.17,0.2,-0.26,5.93,38.35
4g59,6.37560187827573,21.86,49.78,36.86,18.34,-30.02,-589.26,-587.35,1.15,-3.06,-5.54,-5.46,14.22,44.1,18.85,8.4,13.55,-93.43,-92.62,0.16,-0.97,-10.64,-19.8,18.58,22.34,21.19,-1.2,-1.19,-7.31,-7.67,0.74,-0.38,11.31,71.87,-185.2,-2.93,7.37,9.56,9.6,-55.88,-8.5,5.11,-3.45,-3.73,0.54,-0.26,7.46,50.06
3uzv,9.36484407609244,2.7,8.1,5.74,2.68,-7.62,57.46,53.58,4.48,-0.59,5.62,0.22,0.8,6.19,4.59,0.46,1.41,-0.37,-1.78,1.66,-0.26,4.88,2.12,11.62,12.13,12.08,23.88,-1.34,5.15,5.12,0.12,-0.1,4.13,24.85,-2.4,-12.12,4.89,6.01,5.68,8.96,-6.69,1.96,-1.79,-1.84,0.12,-0.07,3.24,19.74
3tkl,6.3653845541723,-3.08,-7.83,1.71,-2.38,2.67,-37.05,-34.9,-1.91,-0.24,10.6,5.36,-3.86,-7.47,-2.34,-2.64,4.36,-5.81,-4.06,-1.73,-0.02,2.96,1.18,11.86,12.7,13.38,31.8,0.16,-5.81,-6.23,0.66,-0.24,4.05,26.43,-166.95,-15.61,4.59,5.05,5.6,9.78,-0.29,3.22,-6.84,-7.02,0.38,-0.2,3.24,20.09
4auo,6.39678735989509,246.33,359.72,190.93,91.16,-395.14,3286.05,3279.73,12.2,-5.89,18.94,-163.42,269.28,334.64,165.63,107.06,-382.18,3211.96,3228.25,-13.7,-2.59,2.42,-179.72,22.16,26.27,24.52,110.1,-4.52,-24.68,-24.93,0.59,-0.34,8.08,63.62,112.07,10.16,10.5,15.64,13.19,52.28,-3.95,4.88,-10.02,-10.39,0.54,-0.18,6.39,47.12
4dbg,6.28286453554967,8,20.89,9.71,5.14,13.88,6.05,2.51,3.56,-0.03,24.82,23.78,-1.32,-2.05,3.02,-0.32,1.64,-1.59,-1.6,0,0.01,1.08,0.48,6.56,7.59,7,15.8,-0.48,2.38,2.21,0.25,-0.08,3,15.98,-92.73,-9.36,1.96,3.22,2.87,-0.48,-0.54,2.1,-0.31,-0.46,0.19,-0.04,2.35,14.02
3uz0,6.25068565055024,10.54,8.01,21.52,8.8,-23.95,-50.17,-55.41,6.92,-1.68,2,6.02,2.5,2.14,9.73,2.08,11.14,22.74,19.17,3.94,-0.37,11.44,8.4,14.13,16.43,16.91,58.18,-1.73,-21.92,-22.63,1.14,-0.43,5.01,28,-103.11,5.91,7.79,10.26,9.74,8.12,-2.41,2.22,-13.5,-13.73,0.45,-0.22,3.35,18.18
4dt1,6.25068565055024,0.36,6.32,11.04,2.2,-4.73,-235.57,-233.54,0,-2.03,18.48,10.4,-1.22,4.7,2.23,0.38,8.2,-25.34,-22.94,-2.15,-0.26,6.32,-0.86,10.27,10.91,10.6,12.86,0.23,-15.1,-14.83,-0.04,-0.22,5.82,40.95,-131.36,-8.78,2.89,3.86,3.55,-20.88,-3.14,2.91,-1.55,-1.33,-0.09,-0.13,3.99,29.38
3tei,6.29989480613296,1.34,22.49,13.62,1,2.63,-15.97,-19.02,3.45,-0.39,4.96,-0.12,0.88,7.15,6.47,-0.16,3.09,-7.92,-7.64,0,-0.29,4.16,-0.02,8.28,8.46,8.83,-21.82,-1.59,-1.54,-1.49,0.08,-0.13,4.67,29.29,-50.26,21.9,2.51,2.99,3.29,-47.18,-4.16,2.48,-3.05,-2.93,-0.05,-0.08,3.62,21.91
3u9d,6.29989480613296,9.36,49.96,56.4,8.36,-21.06,-48.89,-63.67,16.07,-1.29,22.76,13.74,9.5,49.73,55.76,7.48,5.51,-41.51,-60.66,20.39,-1.25,9.12,4.92,33.7,37.21,36.17,-27.3,-2.96,-36.85,-37.28,0.72,-0.29,8.88,50.3,-149.47,0.57,12.84,15.68,15.46,-68.02,-1.19,5.71,-4.46,-4.55,0.27,-0.18,6.56,34.6
4ft4,6.29989480613296,9.92,22.02,5.14,6.42,-38.86,18.92,20.19,-0.37,-0.9,-0.04,1.94,-1.66,7.9,1.32,-1.96,-22.37,-6.44,-6.39,0,-0.05,7.3,5.5,52.35,56.78,56.69,-103.04,-12.52,-99.32,-99.83,1.03,-0.52,18.57,111.38,-64.49,59.87,21.09,26.44,26.14,-103.66,-1.23,7.38,-11.33,-11.96,0.93,-0.3,14.43,87.22
4apf,6.18597198178754,-2.36,-8.84,-0.24,0.34,-18.58,-78.68,-70.92,-7.03,-0.73,-0.64,-2.14,-0.02,1.6,-0.12,1.04,7.07,-0.29,-0.12,0,-0.17,2.84,1.16,16.51,20.13,18.25,43.24,1.87,-1.57,-2.01,0.67,-0.23,9.2,56.8,-263.58,9.08,2.55,4.5,4.43,-64.86,-5.47,6.2,-3.36,-3.67,0.46,-0.15,6.28,36.25
3twi,6.22072782532796,11.65,142.84,57.77,8.04,-68.02,646.45,647.47,0,-1.02,52.52,15.38,5.49,80.08,25.41,2.62,22.58,29.93,30.08,0,-0.15,25.96,-3.48,26.66,34.15,29.59,96.2,-3.07,6.08,6.05,0.24,-0.21,15.14,90.98,-50.51,-34.57,11.62,18.26,14.56,45.3,-6.03,4.69,2.16,2.35,-0.03,-0.16,12.99,74.68
3ux9,9.12503514146578,12.99,28.37,36.7,9.78,-30.7,-122.79,-126.12,4.16,-0.84,22.72,-2.8,10.38,-0.07,12.96,5.3,12.94,-54.38,-53.48,0,-0.9,12.76,-9.98,22.41,26.02,24.22,-7.86,-2.93,4.76,5.05,0.03,-0.32,9.38,60.53,-152.43,-17.77,7.64,10.85,9.8,-34.36,-0.76,4.65,-3.15,-3.11,0.14,-0.18,7.29,43.49
2luh,6.1537930967881,15760.63,17411.72,16323.51,584,-9620.24,18703.33,16773.08,2106.22,-175.97,11760,10016,8664.84,9356.72,9363.24,-960,4285.47,671.36,22.11,662.29,-13.04,5768,2800,4,4.56,4.62,-12.88,0.66,-6.68,-6.32,-0.27,-0.09,2.44,16.9,-117.55,-2.92,0.81,1.15,0.96,-33.9,-0.17,1.59,-7.03,-6.5,-0.45,-0.08,1.85,10.49
4afz,9.04412781268094,4.62,11.35,21.71,4.74,-2.08,6.06,4.75,1.64,-0.33,14.1,-3.38,3.52,-6.23,11.4,5.44,0.06,-143.15,-137.66,-4.68,-0.81,5.14,-4.68,24.8,24.94,24.94,16.1,-1.75,-15.6,-15.23,-0.22,-0.15,8.06,48,9.88,-2.34,12.27,13.06,12.57,-2.46,-6.83,3.58,1.76,1.98,-0.12,-0.09,6.15,39.81
4dra,5.93074546641537,39.52,139.53,98.35,33.78,-68.46,972.47,959.54,18.47,-5.53,307.4,225.2,-1.96,92.78,70.29,8.98,84.76,61.19,54.42,9.73,-2.96,106.86,63.78,8.62,11.03,9.87,-25.14,3.5,-6.34,-6.65,0.56,-0.26,8.34,45.07,-355.71,14.6,2.7,3.54,4.62,-50.76,-0.1,6.56,-4.62,-4.78,0.36,-0.21,7.15,39.92
4ehq,5.88499621949492,-3.28,-11.94,-4.47,-2.76,-13.77,6.64,6.49,0,0.15,4.2,2.6,-0.84,-3.7,0.48,-1.28,3.26,1.5,1.42,0,0.09,2.6,1.52,2.44,2.78,3.14,14.5,1.06,-2.72,-2.4,-0.26,-0.07,0.63,8.18,-72.44,-15.71,0.93,1.24,1.22,-11.32,-0.09,1.67,-2.65,-2.15,-0.45,-0.04,0.51,5.73
3u9z,5.81143210661689,5.5,27.54,26.4,4.82,-17.06,-36.88,-45.55,9.54,-0.87,11.24,6.78,5.16,19.28,20.55,4.56,3.58,-45.62,-53.44,8.61,-0.79,4.04,2.12,16.81,18.53,18.07,-11.14,-2.98,-59.09,-59.29,0.35,-0.15,4.49,25.22,-61.62,0.35,6.34,7.68,7.59,-33.74,-2.88,2.4,-5.72,-5.75,0.13,-0.09,3.29,17.27
4dm6,5.82285950927317,5.88,0.21,-20.01,1.66,-42.33,-106.36,-99.79,-5.19,-1.38,33.72,18.44,7.02,-1.55,-6.84,5.18,9.79,6.09,5.72,0.59,-0.22,7.4,5.44,14.47,14.94,15.54,-27.64,1.21,-12.27,-11.99,-0.1,-0.17,6.03,38.93,-167.68,15.72,2.86,3.3,3.43,-29.94,-0.62,4.56,-3.15,-2.83,-0.22,-0.1,4.2,28.05
4dm8,5.82285950927317,9.72,6.99,-8.96,3.44,-28.37,-47.92,-44.64,-2.79,-0.49,28.9,23.4,3.22,-6.43,-8.03,1.14,5.62,3.6,5.33,-1.66,-0.07,7.22,7.66,14.45,15.16,15.61,-28.7,1.47,-21.15,-20.93,-0.05,-0.17,6.1,38.94,-165.71,10.8,2.5,2.89,3.03,-25.54,-0.23,4.63,-2.64,-2.34,-0.2,-0.1,4.23,27.79
4dxa,5.74369252846817,3.96,24.14,11.93,2.64,-3.22,23.6,17.85,6.44,-0.69,2.38,-0.28,6.44,21.99,9.71,4.12,2.35,-7,-12.53,5.9,-0.37,-2.84,0.4,15.33,17.45,16.47,8.88,0.7,-6.6,-6.68,0.28,-0.2,7.49,44.4,-121.9,-7.76,5.96,8.02,6.93,-16.62,-0.29,3.95,-1.98,-1.93,0.12,-0.17,5.67,33.98
3qt2,8.71967518487799,-11.88,38.42,15.84,8.28,-258.23,-2214.18,-2205.68,-5,-3.5,155.44,78.44,-17,2.44,-23.32,8.4,-72.89,-951.27,-937.32,-13.59,-0.35,79.02,37.42,19.1,21.33,20.41,-14.86,1.36,-20.1,-20.03,0.38,-0.45,12.19,69.93,-120.9,1.09,6.16,8.65,8.4,-41.06,-5.8,6.63,-2.44,-2.92,0.76,-0.28,9.03,54.7
